Execution Time : 31.871 ms
Bellman-Ford Shortest Path Distances
Source: 0

0 -> 0 : 0
0 -> 1 : INF
0 -> 2 : 76
0 -> 3 : 79
0 -> 4 : 70
0 -> 5 : 54
0 -> 6 : 85
0 -> 7 : 68
0 -> 8 : 99
0 -> 9 : 80
0 -> 10 : 72
0 -> 11 : 55
0 -> 12 : 93
0 -> 13 : 81
0 -> 14 : 89
0 -> 15 : 78
0 -> 16 : 84
0 -> 17 : 89
0 -> 18 : 72
0 -> 19 : 77
0 -> 20 : 80
0 -> 21 : 75
0 -> 22 : 71
0 -> 23 : 75
0 -> 24 : 96
0 -> 25 : 92
0 -> 26 : 84
0 -> 27 : 72
0 -> 28 : 80
0 -> 29 : 59
0 -> 30 : 85
0 -> 31 : 84
0 -> 32 : 75
0 -> 33 : 52
0 -> 34 : 72
0 -> 35 : 82
0 -> 36 : 62
0 -> 37 : 91
0 -> 38 : 81
0 -> 39 : 78
0 -> 40 : 102
0 -> 41 : 62
0 -> 42 : 76
0 -> 43 : 70
0 -> 44 : 65
0 -> 45 : 81
0 -> 46 : INF
0 -> 47 : 68
0 -> 48 : 75
0 -> 49 : 58
0 -> 50 : 80
0 -> 51 : 75
0 -> 52 : 87
0 -> 53 : 61
0 -> 54 : INF
0 -> 55 : 75
0 -> 56 : 64
0 -> 57 : 87
0 -> 58 : 63
0 -> 59 : 86
0 -> 60 : 87
0 -> 61 : 85
0 -> 62 : 68
0 -> 63 : 54
0 -> 64 : 92
0 -> 65 : 103
0 -> 66 : 54
0 -> 67 : 88
0 -> 68 : 74
0 -> 69 : 78
0 -> 70 : INF
0 -> 71 : 107
0 -> 72 : INF
0 -> 73 : 63
0 -> 74 : 58
0 -> 75 : 72
0 -> 76 : 79
0 -> 77 : 81
0 -> 78 : 78
0 -> 79 : 82
0 -> 80 : 105
0 -> 81 : 92
0 -> 82 : 77
0 -> 83 : 77
0 -> 84 : 83
0 -> 85 : 78
0 -> 86 : 61
0 -> 87 : 70
0 -> 88 : 76
