Execution Time : 22.1467 ms
Bellman-Ford Shortest Path Distances
Source: 0

0 -> 0 : 0
0 -> 1 : 26
0 -> 2 : 48
0 -> 3 : 45
0 -> 4 : 26
0 -> 5 : 22
0 -> 6 : 34
0 -> 7 : 42
0 -> 8 : 25
0 -> 9 : 33
0 -> 10 : 32
0 -> 11 : 13
0 -> 12 : 22
0 -> 13 : 40
0 -> 14 : 36
0 -> 15 : 25
0 -> 16 : 26
0 -> 17 : 27
0 -> 18 : 29
0 -> 19 : 21
0 -> 20 : 33
0 -> 21 : 33
0 -> 22 : 32
0 -> 23 : 20
0 -> 24 : 32
0 -> 25 : 21
0 -> 26 : 34
0 -> 27 : 32
0 -> 28 : 27
0 -> 29 : 32
0 -> 30 : 27
0 -> 31 : 26
0 -> 32 : 27
0 -> 33 : 26
0 -> 34 : 39
0 -> 35 : 26
0 -> 36 : 24
0 -> 37 : 37
0 -> 38 : 32
0 -> 39 : 39
0 -> 40 : 34
0 -> 41 : 24
0 -> 42 : 32
0 -> 43 : 31
0 -> 44 : 36
0 -> 45 : 36
0 -> 46 : 32
0 -> 47 : 34
0 -> 48 : 27
0 -> 49 : 27
0 -> 50 : 26
0 -> 51 : 36
0 -> 52 : 30
0 -> 53 : 26
0 -> 54 : 29
0 -> 55 : 29
0 -> 56 : 29
0 -> 57 : 37
0 -> 58 : 34
0 -> 59 : 43
0 -> 60 : 24
0 -> 61 : 27
0 -> 62 : 32
0 -> 63 : 33
0 -> 64 : 41
0 -> 65 : 34
0 -> 66 : 40
0 -> 67 : 29
0 -> 68 : 31
0 -> 69 : 38
0 -> 70 : 36
0 -> 71 : 21
0 -> 72 : 27
0 -> 73 : 38
0 -> 74 : 28
0 -> 75 : 26
0 -> 76 : 27
0 -> 77 : 29
0 -> 78 : 26
0 -> 79 : 23
0 -> 80 : 37
0 -> 81 : 30
0 -> 82 : 27
0 -> 83 : 21
0 -> 84 : INF
0 -> 85 : 36
0 -> 86 : 39
0 -> 87 : 21
0 -> 88 : 31
