Execution Time : 0.066169 ms
Bellman-Ford Shortest Path Distances
Source: 0

0 -> 0 : 0
0 -> 1 : 24
0 -> 2 : 39
0 -> 3 : 38
0 -> 4 : 21
0 -> 5 : 20
0 -> 6 : INF
0 -> 7 : 27
0 -> 8 : 16
0 -> 9 : 19
0 -> 10 : 36
0 -> 11 : 30
0 -> 12 : 39
0 -> 13 : 23
0 -> 14 : 9
0 -> 15 : 17
0 -> 16 : 7
0 -> 17 : 18
0 -> 18 : 44
0 -> 19 : 24
0 -> 20 : 27
0 -> 21 : 30
0 -> 22 : 37
0 -> 23 : 29
0 -> 24 : 24
0 -> 25 : INF
0 -> 26 : 35
0 -> 27 : 27
0 -> 28 : 22
0 -> 29 : 10
0 -> 30 : 25
0 -> 31 : 14
0 -> 32 : INF
0 -> 33 : 28
0 -> 34 : 22
0 -> 35 : 22
0 -> 36 : 24
0 -> 37 : 34
0 -> 38 : 21
0 -> 39 : 26
0 -> 40 : 27
0 -> 41 : 29
0 -> 42 : 25
0 -> 43 : 32
0 -> 44 : 30
0 -> 45 : 8
0 -> 46 : 39
0 -> 47 : 36
0 -> 48 : 13
0 -> 49 : 22
0 -> 50 : 22
0 -> 51 : 43
0 -> 52 : INF
0 -> 53 : 41
0 -> 54 : 27
0 -> 55 : 24
0 -> 56 : 32
0 -> 57 : 15
0 -> 58 : 32
0 -> 59 : 28
0 -> 60 : 40
0 -> 61 : 27
0 -> 62 : 22
0 -> 63 : 18
0 -> 64 : 26
0 -> 65 : 19
0 -> 66 : 21
0 -> 67 : 49
0 -> 68 : 48
0 -> 69 : 38
0 -> 70 : 20
0 -> 71 : 30
0 -> 72 : 34
0 -> 73 : 29
0 -> 74 : 20
0 -> 75 : INF
0 -> 76 : 22
0 -> 77 : 35
0 -> 78 : INF
0 -> 79 : 31
0 -> 80 : 31
0 -> 81 : 39
0 -> 82 : 26
0 -> 83 : 39
0 -> 84 : 30
0 -> 85 : 39
0 -> 86 : 38
0 -> 87 : 33
0 -> 88 : 16
0 -> 89 : 24
0 -> 90 : 24
0 -> 91 : 21
0 -> 92 : 55
0 -> 93 : 22
0 -> 94 : 24
0 -> 95 : 58
0 -> 96 : 30
0 -> 97 : 43
0 -> 98 : 20
0 -> 99 : 45
