Algorithm: Kruskal's MST
MST edges:
2 8 1
133 5592 1
209 4499 1
474 3113 1
495 2635 1
760 7665 1
831 9218 1
1011 7596 1
1077 9447 1
1193 7480 1
2061 3557 1
2310 5689 1
2609 8880 1
3021 9469 1
3560 4037 1
4219 5932 1
4596 5596 1
4665 9141 1
5950 7427 1
6970 8751 1
7620 7802 1
9773 9886 1
103 9592 2
288 4781 2
482 5095 2
692 8010 2
844 2417 2
1084 1197 2
1100 3526 2
1159 2405 2
1315 1668 2
1608 6199 2
1735 5258 2
2082 2132 2
2171 2989 2
2454 6745 2
3040 8613 2
4192 4241 2
5791 9095 2
7030 7783 2
7212 7232 2
449 1715 3
512 5354 3
1094 8853 3
1455 4145 3
1618 5650 3
2210 8417 3
2380 3174 3
2940 5804 3
3647 6567 3
4418 7956 3
4611 7772 3
4828 5842 3
4934 6302 3
5673 6909 3
5975 6188 3
6002 6524 3
6671 9414 3
131 459 4
734 6096 4
771 1058 4
1268 6842 4
1288 4960 4
1361 1515 4
2033 9307 4
2599 8706 4
2867 5298 4
2882 5332 4
2902 9850 4
3219 6845 4
5409 5986 4
6217 9973 4
6505 6756 4
8432 8501 4
180 7431 5
234 3933 5
355 2949 5
365 5111 5
422 2022 5
620 1676 5
825 7916 5
872 1585 5
1497 8941 5
1642 2986 5
1717 4588 5
1883 9261 5
1957 2808 5
2546 5797 5
3151 9330 5
3569 4570 5
4319 9069 5
4808 6094 5
5168 9159 5
5394 7579 5
6649 6821 5
7174 7864 5
7242 7515 5
7297 8350 5
8408 9460 5
14 4044 6
22 364 6
517 6849 6
654 6420 6
833 8132 6
1065 2009 6
1337 6483 6
1546 1666 6
1602 1777 6
1709 4077 6
1836 3698 6
2425 4097 6
2927 8751 6
3357 9538 6
3536 4558 6
3885 9746 6
5229 9411 6
5343 6401 6
5704 7004 6
5827 6673 6
7865 8460 6
8549 9103 6
8578 8792 6
67 8194 7
135 6571 7
367 390 7
459 1448 7
465 1030 7
776 6034 7
1111 1391 7
1171 1578 7
1629 2015 7
1712 6627 7
1822 7719 7
2435 2647 7
3035 5691 7
3398 4221 7
3987 4222 7
4331 9240 7
4380 6380 7
4973 8977 7
5942 7158 7
7186 7527 7
7206 7224 7
348 1521 8
867 2183 8
921 4129 8
1097 3081 8
1240 1632 8
1318 8037 8
1425 4308 8
1569 7094 8
1597 2065 8
2161 7545 8
2383 6651 8
2559 3577 8
2887 3002 8
2934 8532 8
3153 9477 8
3835 7579 8
4560 4835 8
5018 6884 8
5025 9338 8
5637 5665 8
6458 8025 8
176 4587 9
353 3581 9
838 2192 9
1057 2263 9
1523 2086 9
1665 4570 9
2105 8535 9
2184 3878 9
2400 7938 9
2515 4272 9
2709 5729 9
2842 6995 9
2920 7618 9
3079 7089 9
3645 9528 9
3737 4448 9
4340 5058 9
4733 8467 9
5689 9597 9
185 587 10
374 8950 10
429 2137 10
837 6199 10
876 2123 10
1725 6971 10
1952 2413 10
2252 3959 10
2278 6686 10
2473 3410 10
2872 2889 10
3349 6780 10
3520 5788 10
3805 8906 10
4549 6476 10
4549 8554 10
4876 6433 10
5149 9839 10
5246 6833 10
5333 6506 10
5903 7993 10
7544 9484 10
8294 8662 10
614 5611 11
884 1487 11
1304 2620 11
1426 3688 11
1645 9569 11
1940 2029 11
1998 7229 11
2136 8602 11
2315 8068 11
3859 5740 11
4513 9782 11
5008 6186 11
5085 7750 11
5178 9012 11
5242 9278 11
5471 7214 11
6261 6781 11
180 8692 12
710 5863 12
1021 1233 12
1048 1419 12
1377 7207 12
1464 2324 12
1668 7839 12
1718 9704 12
1765 2883 12
2528 2661 12
2581 3297 12
2848 5767 12
3129 7424 12
3139 7087 12
3178 8308 12
3320 8819 12
3386 7963 12
4297 9953 12
4787 5603 12
5077 5176 12
5816 7866 12
6520 8111 12
6533 9546 12
6550 9990 12
8423 9311 12
7 3515 13
25 98 13
96 6777 13
150 3524 13
163 4998 13
212 339 13
306 447 13
453 7653 13
591 7438 13
830 3485 13
844 2926 13
1217 3572 13
1461 5267 13
1512 7070 13
1861 2412 13
2341 8910 13
3544 5992 13
4091 4614 13
4207 7923 13
6519 7992 13
7272 9062 13
37 454 14
255 968 14
370 3993 14
662 7251 14
852 7614 14
1695 9029 14
3057 9633 14
3082 9665 14
4950 9196 14
5551 8416 14
5666 7096 14
5791 9524 14
7277 9627 14
16 9839 15
103 5251 15
248 1453 15
370 842 15
717 4835 15
1079 1447 15
1443 3220 15
1633 6320 15
1893 3918 15
2151 2208 15
2313 3514 15
155 2133 16
421 1494 16
774 790 16
815 1127 16
1141 4880 16
1963 2249 16
2289 4713 16
2680 5564 16
2762 4957 16
3350 4867 16
3558 8071 16
3754 8426 16
4312 4523 16
4557 7798 16
4758 5837 16
5325 8815 16
5631 7575 16
5733 6761 16
6491 8803 16
7939 8802 16
9460 9928 16
80 2810 17
161 6215 17
410 7933 17
566 3129 17
614 5891 17
1091 2958 17
1120 3245 17
1136 4592 17
1228 7263 17
1264 6051 17
1320 1534 17
1688 5836 17
1956 7465 17
2077 6054 17
2118 5659 17
2288 8064 17
2302 3012 17
2622 8396 17
2935 4093 17
3223 4418 17
3716 8253 17
4138 5279 17
4284 9570 17
5092 6744 17
5435 7947 17
5711 6433 17
6327 7743 17
7581 9976 17
7802 8720 17
41 645 18
273 601 18
350 9028 18
449 7467 18
1447 9811 18
2230 9218 18
2863 8395 18
4518 6434 18
4549 9878 18
8149 8247 18
56 3323 19
59 6546 19
128 980 19
435 1471 19
462 1894 19
620 6449 19
1161 4333 19
1272 4461 19
1544 6121 19
1723 4116 19
1729 7565 19
1737 7067 19
1890 2062 19
2198 8904 19
3383 4446 19
3476 6174 19
3698 9294 19
4142 4220 19
4530 5228 19
5145 9932 19
5817 7175 19
5837 6133 19
6028 8934 19
6381 7428 19
7771 8912 19
124 471 20
269 1336 20
402 426 20
432 996 20
559 9038 20
812 9119 20
1024 7671 20
1050 5994 20
1885 4384 20
2051 3719 20
2129 2408 20
2195 3666 20
2239 6120 20
2311 9241 20
2459 9113 20
2503 6254 20
2616 3406 20
2962 5237 20
3006 4459 20
3064 8163 20
4135 6441 20
4243 8587 20
6798 9291 20
7020 7965 20
8187 8254 20
444 730 21
776 1208 21
871 1044 21
1253 8643 21
1460 5369 21
1658 6847 21
1710 3732 21
1783 4497 21
1829 3511 21
2185 7526 21
2406 6192 21
2830 7857 21
3651 5776 21
4089 7849 21
4751 4936 21
4975 5892 21
5088 5306 21
6163 8536 21
6191 9468 21
300 6127 22
666 8839 22
1411 8581 22
1447 1457 22
1476 8404 22
1621 3544 22
1656 2160 22
2110 3833 22
2212 5431 22
2497 8249 22
2604 3416 22
3170 6128 22
3664 5736 22
3967 5917 22
4280 5602 22
4450 7406 22
5060 5832 22
5536 8350 22
5600 6765 22
5840 6175 22
6617 9299 22
323 5584 23
422 3735 23
439 808 23
841 2313 23
1002 4430 23
1178 2205 23
1269 9175 23
1740 3545 23
2246 4915 23
2391 6465 23
2636 8703 23
2658 3456 23
2819 5279 23
3568 7470 23
3576 8978 23
4059 5773 23
4248 8488 23
5655 6377 23
6942 9532 23
74 122 24
85 8048 24
186 2299 24
218 1276 24
515 9324 24
1224 4886 24
1299 1468 24
1455 5754 24
1603 2095 24
1824 2402 24
2239 2823 24
2842 3374 24
3103 5640 24
3280 6944 24
3289 7813 24
3391 6315 24
4370 7743 24
4849 8619 24
6281 8795 24
7696 8356 24
195 6103 25
293 854 25
399 1614 25
432 521 25
490 1256 25
649 1458 25
784 2351 25
1344 5350 25
1510 2503 25
1680 5751 25
1688 3105 25
1795 4044 25
2482 5795 25
2524 9442 25
2664 7063 25
2805 9186 25
2884 3807 25
4258 9354 25
4321 9094 25
5737 9594 25
7532 9726 25
7861 9314 25
16 9397 26
51 2189 26
71 1340 26
190 295 26
719 8754 26
842 1320 26
1085 6038 26
1735 2069 26
1748 8446 26
2020 2368 26
2054 4259 26
2369 3903 26
2479 7198 26
2624 4259 26
2651 3589 26
2865 7096 26
2869 3563 26
3283 5349 26
3289 3361 26
3295 6809 26
3538 4955 26
3558 4481 26
3715 8677 26
4906 7729 26
5250 8478 26
5580 7937 26
5882 8890 26
5931 9752 26
8648 9430 26
10 45 27
108 2805 27
570 1083 27
822 4788 27
1522 9724 27
1752 9678 27
2262 6139 27
2606 8327 27
2621 5801 27
2651 7899 27
2711 8985 27
2893 3283 27
3512 9949 27
4550 6662 27
4902 6287 27
5436 7498 27
5739 8644 27
5924 8897 27
5969 8369 27
6932 7499 27
143 7238 28
403 1861 28
444 1969 28
558 8066 28
738 2708 28
1233 1683 28
1296 3500 28
3648 5350 28
3904 8325 28
4102 7303 28
5213 6055 28
5372 7210 28
5530 8599 28
6541 7132 28
6556 9414 28
7373 7557 28
4 237 29
299 6362 29
644 4495 29
645 872 29
879 6698 29
1290 7929 29
1598 6463 29
2140 9231 29
2155 9128 29
2529 3014 29
3136 4383 29
3187 8308 29
3224 3453 29
4278 7133 29
4495 6740 29
6494 7970 29
6573 8560 29
8941 8964 29
56 1427 30
256 2957 30
273 5981 30
344 1869 30
769 6952 30
1062 2778 30
1128 1594 30
1637 4648 30
1725 7791 30
1968 9320 30
2153 4997 30
2258 6086 30
2668 5613 30
3220 8232 30
3865 6169 30
4800 4926 30
4926 7235 30
5046 8812 30
5558 7439 30
6685 7818 30
6871 8550 30
7437 7930 30
78 975 31
116 125 31
927 8940 31
1153 6708 31
1225 5900 31
2229 7826 31
2484 2564 31
2893 7566 31
3505 7091 31
3674 8341 31
3806 6083 31
4143 6708 31
4221 9083 31
4393 6851 31
4766 7468 31
5150 8525 31
5525 8497 31
6211 9075 31
6766 7082 31
6888 7792 31
7384 9054 31
7972 8434 31
8326 9924 31
8365 9157 31
9221 9246 31
154 228 32
323 794 32
364 1876 32
560 4523 32
1333 7278 32
1380 3777 32
1633 4541 32
2028 6672 32
3070 9816 32
3295 7933 32
3903 4052 32
4063 7364 32
4855 6264 32
6804 7696 32
1064 1786 33
1689 3481 33
1833 9677 33
1923 8972 33
3035 4569 33
3835 8276 33
3870 4816 33
4241 8408 33
5328 8790 33
5571 7791 33
6044 6904 33
6271 7986 33
7257 8228 33
8301 9725 33
136 503 34
770 9780 34
1022 7277 34
1044 2507 34
2427 8062 34
2571 5007 34
3021 9669 34
3242 6694 34
4844 6359 34
5001 7788 34
5956 8145 34
8356 9708 34
279 1092 35
369 1376 35
792 3626 35
805 4366 35
810 2245 35
1633 9961 35
1771 1931 35
1793 7341 35
1925 9007 35
2209 4786 35
2418 7588 35
3177 4719 35
3177 9927 35
3275 8931 35
3316 6536 35
3442 8641 35
3628 9194 35
3671 9739 35
4701 7784 35
4748 8115 35
4967 6261 35
6769 7675 35
7513 9647 35
191 1405 36
239 5371 36
673 4301 36
691 8251 36
1123 3898 36
1143 6210 36
1694 3348 36
1756 5540 36
2317 9364 36
2318 3483 36
2923 5995 36
2924 3627 36
2924 8172 36
3035 7590 36
4578 5557 36
6343 8976 36
7007 9145 36
9254 9440 36
26 8770 37
39 240 37
238 4696 37
348 582 37
455 551 37
763 947 37
925 4082 37
953 4561 37
1080 2770 37
1245 5869 37
1495 2960 37
1767 8041 37
2046 3206 37
2116 4174 37
2394 6706 37
3895 7688 37
4007 8942 37
4116 5130 37
5164 6193 37
5469 9548 37
7750 8083 37
0 6176 38
97 8582 38
136 572 38
371 6252 38
460 5389 38
714 3818 38
806 3126 38
1251 1730 38
1305 5594 38
1816 4180 38
2163 3570 38
2259 5696 38
3829 5578 38
3988 9896 38
7355 8744 38
9244 9351 38
10 9371 39
56 310 39
316 4597 39
453 7084 39
656 7121 39
1188 6770 39
4061 7657 39
4115 7348 39
4476 7260 39
4820 6135 39
5346 9903 39
6476 7038 39
9712 9888 39
220 2279 40
349 4923 40
617 8583 40
634 4210 40
783 1376 40
918 1202 40
1090 6854 40
1093 4762 40
1161 3481 40
1797 3078 40
3033 6226 40
3503 9678 40
3564 3771 40
3750 4629 40
4151 8888 40
4472 5467 40
4648 4951 40
4795 7253 40
5384 5565 40
5428 6434 40
5756 6999 40
6038 6270 40
6102 9585 40
6170 6982 40
6346 7486 40
9475 9712 40
9743 9981 40
6 7463 41
152 1684 41
592 5141 41
656 2806 41
732 1511 41
1345 2797 41
1618 3709 41
2246 7192 41
2297 7854 41
2302 5035 41
2421 9258 41
3330 8023 41
3769 9857 41
4372 9094 41
5948 7576 41
6549 7867 41
6670 7526 41
6888 8476 41
7022 7411 41
7095 9967 41
7433 9343 41
6 5613 42
292 871 42
436 6153 42
520 2633 42
1010 1114 42
1070 2087 42
1087 1256 42
1516 2360 42
1561 8840 42
2356 3035 42
2419 2472 42
2515 5098 42
2636 4814 42
2706 8147 42
2880 8256 42
3914 4661 42
4009 6788 42
4201 4734 42
5919 6159 42
6590 9508 42
6680 9604 42
7215 9394 42
7557 7868 42
62 95 43
108 2645 43
215 2711 43
571 747 43
863 3258 43
1258 1788 43
1259 9204 43
1276 6476 43
2033 5456 43
2223 3127 43
2403 4952 43
3024 4705 43
3079 7274 43
3452 5437 43
3703 4275 43
3744 9566 43
4243 4772 43
4529 5372 43
4720 9807 43
4855 5550 43
5309 7318 43
6601 8902 43
6668 8438 43
6747 9418 43
6812 7000 43
7132 9531 43
7305 9471 43
7939 9912 43
107 304 44
117 140 44
296 5643 44
344 1831 44
456 5552 44
585 3240 44
704 8479 44
820 7694 44
852 9812 44
975 6613 44
1690 2229 44
1820 1910 44
2401 2734 44
2405 2729 44
2438 9419 44
2682 5893 44
2722 2992 44
2848 4507 44
3442 6948 44
3458 6640 44
3459 7181 44
3559 6750 44
3706 7374 44
3731 6520 44
3912 8256 44
4072 5556 44
4238 5611 44
4311 8145 44
4663 9577 44
6639 7611 44
6747 8651 44
6756 8020 44
6790 7998 44
6996 8486 44
7126 9227 44
7390 7947 44
231 1251 45
269 347 45
334 3415 45
404 1013 45
478 3782 45
683 5597 45
691 2455 45
1010 4234 45
1016 1020 45
1074 8248 45
1219 8204 45
1224 4718 45
1237 1990 45
1757 8242 45
1867 8638 45
1904 1948 45
2249 3969 45
2997 6727 45
5005 7507 45
5777 8389 45
6666 9929 45
7798 9300 45
9515 9784 45
98 7675 46
217 354 46
318 697 46
1455 8760 46
3689 7545 46
4001 6623 46
4112 5687 46
4391 7014 46
4569 4804 46
5551 9147 46
6195 7823 46
6597 8212 46
7058 8825 46
7388 8598 46
8188 9963 46
17 3996 47
113 9812 47
226 307 47
310 675 47
422 2247 47
578 8600 47
715 6828 47
908 930 47
957 8697 47
1070 1760 47
1357 9948 47
1374 6200 47
1520 3327 47
2391 3689 47
2418 6718 47
2938 3587 47
3051 5913 47
3058 3516 47
4341 8689 47
4505 6238 47
4621 6596 47
5008 5172 47
9069 9991 47
9729 9987 47
6 733 48
321 6355 48
458 3045 48
788 3526 48
1058 2167 48
1295 2118 48
2018 7746 48
2385 3473 48
2757 8259 48
3149 3945 48
3303 9650 48
3619 6890 48
4135 4370 48
4766 8879 48
4987 7289 48
6759 9581 48
6919 8957 48
29 1079 49
319 4136 49
1246 9195 49
1531 5675 49
1600 9581 49
1744 4930 49
2120 7159 49
2299 6106 49
2999 4417 49
3309 7207 49
3665 8276 49
3733 4049 49
3843 4450 49
5245 9510 49
5306 6807 49
7159 9933 49
8341 9989 49
167 3810 50
471 5056 50
670 4271 50
680 9771 50
770 3525 50
1141 5828 50
1231 3924 50
1327 3781 50
1901 3908 50
2016 5559 50
2119 4431 50
2576 8008 50
2653 3762 50
3133 3977 50
3165 7799 50
3412 5900 50
3856 9940 50
4022 6815 50
4176 5849 50
5271 9992 50
6695 7576 50
52 743 51
101 4520 51
307 6248 51
441 2241 51
793 7949 51
917 5942 51
1048 5803 51
1331 1811 51
1849 6377 51
2221 8267 51
2371 4231 51
2385 3351 51
2692 5654 51
2974 8444 51
3119 9355 51
3281 9158 51
3575 7815 51
3833 3929 51
4111 5865 51
4539 8151 51
5080 9427 51
5784 7145 51
6299 9544 51
7306 9638 51
73 2656 52
241 1265 52
670 6563 52
1029 8374 52
1520 3290 52
1619 1987 52
1981 2468 52
2315 9684 52
2466 2844 52
2797 4626 52
3630 4127 52
3907 7066 52
4579 7552 52
4673 8850 52
4697 5987 52
5761 6509 52
8292 8818 52
9 6849 53
59 5600 53
67 643 53
182 1411 53
370 7025 53
424 3548 53
566 6822 53
605 3090 53
629 1425 53
684 2360 53
988 1538 53
1142 2404 53
1172 4552 53
1241 3750 53
1340 9322 53
1620 3612 53
1839 2829 53
1980 2323 53
3023 4015 53
3156 8900 53
3172 5491 53
3794 5775 53
4519 7751 53
4692 5194 53
4734 5166 53
5374 8094 53
6253 8133 53
6799 9153 53
9601 9608 53
374 888 54
435 1118 54
497 5842 54
563 1517 54
814 8656 54
1374 5348 54
2043 3540 54
2749 3688 54
3025 4066 54
3308 5376 54
3976 7380 54
4380 4918 54
4411 5447 54
4654 5915 54
7314 7332 54
7371 9010 54
412 5609 55
708 4898 55
823 1563 55
1314 3373 55
1317 3543 55
1327 1827 55
2452 3403 55
3333 8576 55
3447 6298 55
3494 6830 55
4052 7873 55
4667 9219 55
5215 8467 55
6603 7926 55
6977 9513 55
8405 8952 55
42 55 56
442 5855 56
683 1631 56
1013 1387 56
1065 1176 56
1069 7874 56
1425 1448 56
1558 7884 56
1597 4012 56
1918 4345 56
2137 4535 56
2761 5935 56
3472 8441 56
4159 5165 56
4404 9321 56
4527 6008 56
4807 5868 56
5202 7443 56
5467 6584 56
5777 9013 56
6067 9004 56
7135 9992 56
41 205 57
198 7148 57
207 8137 57
324 2573 57
540 748 57
646 656 57
1358 6575 57
1366 1733 57
1776 5472 57
1860 7632 57
1900 5466 57
2110 7131 57
2194 8531 57
2586 3951 57
2593 7021 57
3645 6924 57
5544 9589 57
6856 9434 57
292 2256 58
322 2414 58
463 1769 58
1111 1712 58
1257 1326 58
1374 9999 58
1544 7426 58
1753 2113 58
1930 6915 58
1981 3306 58
2881 6279 58
3199 8648 58
3616 7202 58
4059 8183 58
4962 5998 58
5641 9140 58
6534 7920 58
6619 8646 58
6937 7321 58
9626 9855 58
77 7182 59
594 2541 59
691 7320 59
1262 7072 59
1963 2410 59
3706 4557 59
4085 4693 59
4462 7479 59
5372 7080 59
6782 9578 59
7030 8395 59
7114 9253 59
9178 9984 59
74 791 60
208 5165 60
351 9264 60
385 8119 60
523 4966 60
1034 7635 60
1139 3524 60
1473 3922 60
2576 7556 60
2989 3796 60
3888 8022 60
3991 7054 60
6138 9945 60
6263 8785 60
6278 8095 60
6761 9120 60
9357 9847 60
159 213 61
177 504 61
701 8544 61
1055 3008 61
1153 4809 61
1349 5973 61
1496 9802 61
1963 4241 61
1994 2137 61
1994 3729 61
2267 5980 61
2412 6031 61
2772 7586 61
3655 7985 61
4026 5673 61
4615 8475 61
4795 8814 61
5331 7872 61
5375 5954 61
6593 9304 61
7194 8456 61
568 7175 62
593 902 62
637 5353 62
842 8185 62
899 2967 62
1062 6161 62
1260 2671 62
1318 2636 62
1840 8205 62
1927 2138 62
1978 7838 62
2632 5322 62
3405 8169 62
3854 9001 62
3897 8596 62
4600 9723 62
4768 9284 62
4871 5981 62
4988 5836 62
6651 7741 62
7456 7746 62
8162 8459 62
67 1369 63
106 5934 63
219 952 63
282 3591 63
409 4624 63
506 734 63
666 1426 63
833 8925 63
1218 5002 63
1269 6687 63
1777 7780 63
2052 2168 63
2301 6776 63
2354 9441 63
2419 2868 63
2547 3819 63
2760 3232 63
3034 9785 63
3157 8564 63
3164 6603 63
4227 5335 63
4554 5904 63
5547 8139 63
7387 7624 63
8093 9785 63
9466 9561 63
43 1272 64
93 3476 64
583 3171 64
694 3921 64
701 8252 64
1054 3194 64
1230 1978 64
1307 4985 64
1534 2940 64
1983 8625 64
2050 4691 64
2646 9887 64
2655 4069 64
2962 8120 64
